nome,kcal,proteina,carbo,gordura
"Salada, alface americana, tomate, palmito, azeitona preta, c/ óleo de soja, c/ sal",88,"1,21","3,56","8,02"
"Salada, alface americana, tomate, palmito, azeitona preta, s/ óleo, s/ sal",52,"1,27","3,74","3,87"
"Salada, alface crespa, c/ azeite de oliva, c/ sal",137,"1,15","1,45","14,4"
"Salada, alface crespa, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",73,"1,4","2,62","6,75"
"Salada, alface crespa, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",41,"1,34",2,"3,51"
"Salada, alface crespa, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",28,"1,25","2,49","1,82"
"Salada, alface crespa, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",19,"1,3","2,08","0,96"
"Salada, alface crespa, c/ óleo de soja, c/ sal",137,"1,15","1,45","14,4"
"Salada, alface crespa, s/ óleo, s/ sal",10,"1,35","1,83","0,16"
"Salada, alface lisa, c/ azeite de oliva, c/ sal",139,"1,44","2,08","14,3"
"Salada, alface lisa, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",45,"1,68","2,83","3,48"
"Salada, alface lisa, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",44,"1,65","2,66","3,48"
"Salada, alface lisa, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",40,"2,84","4,97","1,89"
"Salada, alface lisa, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",21,"1,6","2,73","0,93"
"Salada, alface lisa, c/ óleo de soja, c/ sal",139,"1,44","2,08","14,3"
"Salada, alface lisa, s/ óleo, s/ sal",13,"1,69","2,43","0,12"
"Salada, alface roxa, c/ azeite de oliva, c/ sal",53,"0,86","2,37","4,86"
"Salada, alface, c/ beterraba crua, c/ azeite de oliva, c/ sal",54,"1,54","7,05","2,78"
"Salada, alface, c/ cebola, c/ azeite de oliva, c/ sal",51,"1,44","5,96","2,8"
"Salada, alface, c/ couve e tomate, c/ azeite de oliva, c/ sal",42,"1,53","3,37","2,94"
"Salada, alface, c/ pepino, c/ azeite de oliva, c/ sal",34,"0,83","1,99","2,78"
"Salada, alface, c/ rúcula e pepino, c/ azeite de oliva, c/ sal",36,"1,29","2,16","2,79"
"Salada, almeirão, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",43,"1,51","4,37","2,75"
"Salada, almeirão, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",45,"1,51","4,69","2,75"
"Salada, almeirão, cru, c/ azeite de oliva, c/ sal",145,"1,52","3,52","14,5"
"Salada, almeirão, cru, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",52,"1,76","4,35","3,72"
"Salada, almeirão, cru, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",51,"1,73","4,17","3,72"
"Salada, almeirão, cru, c/ óleo de soja, c/ sal",145,"1,52","3,52","14,5"
"Salada, almeirão, cru, s/ óleo, s/ sal",20,"1,78","4,12","0,29"
"Salada, Americana,  c/ sal (batata e cenoura cozidos, maçã, presunto, c/ molho vinagrete (tomate, cebola, salsa, vinagre, c/ azeite de oliva), c/ sal)",60,"2,85","8,09","2,16"
"Salada, Americana, s/ sal (batata e cenoura cozidos, maçã, presunto, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal)",60,"2,86","8,12","2,16"
"Salada, atum, c/ azeite de oliva, c/ sal (atum, milho e ervilha em conserva, cenoura crua, cheiro verde, c/ azeite de oliva, c/ sal)",88,"11,9","7,28","1,7"
"Salada, atum, c/ azeite de oliva, s/ sal (atum, milho e ervilha em conserva, cenoura crua, cheiro verde, c/ azeite de oliva, s/ sal)",89,"11,9","7,3","1,7"
"Salada, atum, s/ óleo, s/ sal (atum, milho e ervilha em conserva, cenoura crua, cheiro verde, s/ óleo, s/ sal)",80,"12,1","7,38","0,6"
"Salada, bacalhau com batata, c/ azeite de oliva, c/ sal (bacalhau dessalgado cozido, batata cozida, pimentão verde e vermelho, alho, salsa, c/ azeite de oliva, c/ sal)",136,"10,2","5,66","8,25"
"Salada, bacalhau com batata, c/ azeite de oliva, s/ sal (bacalhau dessalgado cozido, batata cozida, pimentão verde e vermelho, alho, salsa, c/ azeite de oliva, s/ sal)",137,"10,3","5,68","8,27"
"Salada, bacalhau com batata, s/ óleo, s/ sal (bacalhau dessalgado cozido, batata cozida, pimentão verde e vermelho, alho, salsa, s/ óleo, s/ sal)",91,"10,9","6,02","2,79"
"Salada, batata com atum, c/ azeite de oliva, c/ sal (batata cozida, atum em conserva, azeitona preta, cheiro verde, c/ azeite de oliva, c/ sal)",108,"15,1","5,34","3,12"
"Salada, batata com atum, c/ azeite de oliva, s/ sal (batata cozida, atum em conserva, azeitona preta, cheiro verde, c/ azeite de oliva, s/ sal)",109,"15,1","5,35","3,13"
"Salada, batata com atum, s/ óleo, s/ sal (batata cozida, atum em conserva, azeitona preta, cheiro verde, s/ óleo, s/ sal)",97,"15,3","5,44","1,64"
"Salada, batata com maionese, c/ sal (batata cozida, salsa, maionese, c/ sal)",108,"1,26","11,1","6,81"
"Salada, batata com maionese, s/ sal (batata cozida, salsa, maionese, s/ sal)",108,"1,26","11,2","6,84"
"Salada, batata, inglesa, s/ casca, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",67,"1,19","10,4","2,56"
"Salada, batata, inglesa, s/ casca, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",66,"1,19","10,3","2,58"
"Salada, berinjela, c/ casca, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",48,"0,82","5,83","2,71"
"Salada, berinjela, c/ casca, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",49,"0,82","6,04","2,71"
"Salada, beterraba cozida, c/ azeite de oliva, c/ sal",106,"1,11","5,7","9,14"
"Salada, beterraba cozida, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",57,"1,26","6,29","3,42"
"Salada, beterraba cozida, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",34,"1,19","6,21","0,9"
"Salada, beterraba cozida, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), s/ sal",42,"1,15","6,16","1,82"
"Salada, beterraba cozida, c/ óleo de soja, c/ sal",106,"1,11","5,7","9,14"
"Salada, beterraba cozida, cebola, c/ azeite de oliva, c/ sal",88,"1,28","6,63","6,74"
"Salada, beterraba cozida, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",61,"1,4","7,04","3,49"
"Salada, beterraba cozida, cebola, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",60,"1,37","6,87","3,48"
"Salada, beterraba cozida, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",46,"1,27","6,8","1,96"
"Salada, beterraba cozida, cebola, c/ óleo de soja, c/ sal",88,"1,28","6,63","6,74"
"Salada, beterraba cozida, cebola, s/ óleo, s/ sal",31,"1,38","7,12","0,1"
"Salada, beterraba cozida,cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",37,"1,3","6,79","0,91"
"Salada, beterraba crua, c/ azeite de oliva, c/ sal",141,"1,73","9,85","11,2"
"Salada, beterraba crua, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",75,"1,91","10,6","3,43"
"Salada, beterraba crua, c/ óleo de soja, c/ sal",141,"1,72","9,85","11,2"
"Salada, beterraba, cozida, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",56,"1,23","6,12","3,41"
"Salada, beterraba, cozida, s/ óleo, s/ sal",27,"1,23","6,29","0,09"
"Salada, beterraba, crua, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",74,"1,88","10,5","3,43"
"Salada, beterraba, crua, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",63,"1,62","9,48","2,6"
"Salada, beterraba, crua, s/ óleo, s/ sal",46,"1,95","11,1","0,09"
"Salada, beterrraba, crua, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",63,"1,62","9,55","2,6"
"Salada, brócolis cozido, tomate, queijo minas, azeitona, cebola, c/ azeite de oliva, c/ sal",127,"4,63","4,66","10,3"
"Salada, brócolis cozido, tomate, queijo minas, azeitona, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",122,"4,49","4,99","9,71"
"Salada, brócolis cozido, tomate, queijo minas, azeitona, cebola, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",121,"4,46","4,82","9,7"
"Salada, brócolis cozido, tomate, queijo minas, azeitona, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal",88,"4,3","4,93","7,25"
"Salada, brócolis cozido, tomate, queijo minas, azeitona, cebola, c/ óleo de soja, c/ sal",127,"4,63","4,66","10,3"
"Salada, brócolis cozido, tomate, queijo minas, azeitona, cebola, s/ óleo, s/ sal",99,"4,81","4,84","7,1"
"Salada, brócolis, cozido, c/ azeite de oliva, c/ sal",78,"2,54","4,17","6,37"
"Salada, brócolis, cozido, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",57,"2,6","4,63","3,8"
"Salada, brócolis, cozido, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",56,"2,56","4,47","3,8"
"Salada, brócolis, cozido, c/ óleo de soja, c/ sal",78,"2,54","4,17","6,37"
"Salada, brócolis, cozido, s/ óleo, s/ sal",27,"2,71","4,44","0,54"
"Salada, brócolis, flor, cozido, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",48,"2,16","4,6","2,92"
"Salada, brócolis, flor, cozido, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",49,"2,16","4,91","2,92"
"Salada, brócolis, tomate, queijo minas, azeitona, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), s/ sal",86,"4,57","4,74","6,81"
"Salada, c/ arroz integral, c/ azeite de oliva, s/ sal (arroz integral, aipo (salsão), pimentão verde e vermelho, salsa, azeitona preta, vinagre de maçã, c/ azeite de oliva, s/ sal)",115,"1,7","13,8","6,3"
"Salada, c/ arroz polido, c/ azeite de oliva, c/ sal (aipo (salsão), pimentão verde e vermelho, salsa, azeitona preta, vinagre de maçã, c/ azeite de oliva, c/ sal)",126,"1,67","16,8","6,06"
"Salada, c/ arroz polido, c/ azeite de oliva, s/ sal (arroz polido, aipo (salsão), pimentão verde e vermelho, salsa, azeitona preta, vinagre de maçã, c/ azeite de oliva, s/ sal)",126,"1,67","16,9","6,07"
"Salada, Caesar, c/ sal, Brasil (alface americana, peito de frango grelhado, queijo parmesão ralado, croutons, molho para salada, c/sal)",172,"18,9","8,61","7,06"
"Salada, cebola, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",58,"1,49","7,93","2,63"
"Salada, cebola, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",59,"1,49","8,15","2,63"
"Salada, cenoura cozida, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",47,"0,62","4,34","3,51"
"Salada, cenoura cozida, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",25,"0,57","4,43",1
"Salada, cenoura cozida, c/ óleo de soja, c/ sal",97,"0,49","3,91","9,24"
"Salada, cenoura cozida, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",57,"0,97","5,78","3,74"
"Salada, cenoura cozida, cebola, c/ molho de salada - salsa, vinagre de maçã , azeite de oliva, c/ sal",56,"0,93","5,6","3,74"
"Salada, cenoura cozida, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",34,"0,61","4,59","1,9"
"Salada, cenoura cozida, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",41,"0,89","5,7","2,02"
"Salada, cenoura cozida, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",30,"0,82","5,41","0,98"
"Salada, cenoura cozida, cebola, c/ óleo de soja, c/ sal",82,"0,83","5,31","6,81"
"Salada, cenoura cozida, cebola, s/ óleo, s/ sal",24,"0,89","5,71","0,18"
"Salada, cenoura cozida, s/ óleo, s/ sal",17,"0,54","4,31","0,2"
"Salada, cenoura e broto de feijão cozidos, c/ azeite de oliva, c/ sal",61,"2,57","7,42","2,83"
"Salada, cenoura, cozida, c/ azeite de oliva, c/ sal",97,"0,49","3,91","9,24"
"Salada, cenoura, cozida, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",48,"0,65","4,51","3,51"
"Salada, cenoura, cozida, cebola, c/ azeite de oliva, c/ sal",82,"0,83","5,31","6,81"
"Salada, cenoura, crua, c/ azeite de oliva, c/ sal",127,1,"6,69","11,3"
"Salada, cenoura, crua, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",61,"1,17","7,42","3,54"
"Salada, cenoura, crua, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",60,"1,14","7,25","3,54"
"Salada, cenoura, crua, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",52,"1,04","7,07","2,68"
"Salada, cenoura, crua, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",52,"1,05","6,98","2,69"
"Salada, cenoura, crua, c/ óleo de soja, c/ sal",127,1,"6,69","11,3"
"Salada, cenoura, crua, s/ tempero, s/ sal",31,"1,12","7,55","0,21"
"Salada, chicória, c/ azeite de oliva, c/ sal",139,"0,97","2,36","14,4"
"Salada, chicória, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",45,"1,18","3,13","3,5"
"Salada, chicória, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",44,"1,15","2,96","3,5"
"Salada, chicória, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva) s/ sal",30,"1,08","3,34","1,81"
"Salada, chicória, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",21,"1,11","3,04","0,95"
"Salada, chicória, c/ óleo de soja, c/ sal",139,"0,97","2,36","14,4"
"Salada, chicória, cenoura cozida, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal",33,"0,87","4,57","1,67"
"Salada, chicória, cenoura cozida, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",33,"0,87","4,58","1,68"
"Salada, chicória, crua, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",38,"1,06","3,42","2,64"
"Salada, chicória, crua, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",39,"1,06","3,64","2,64"
"Salada, chicória, s/ óleo, s/ sal",12,"1,14","2,76","0,14"
"Salada, chuchu cozido, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",33,"0,79","5,95","0,95"
"Salada, chuchu, cebola, c/ azeite de oliva, c/ sal",85,"0,8","5,83","6,78"
"Salada, chuchu, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",57,"0,94","6,27","3,45"
"Salada, chuchu, cebola, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",56,"0,9","6,11","3,45"
"Salada, chuchu, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",37,"0,58","5,21","1,85"
"Salada, chuchu, cebola, c/ óleo de soja, c/ sal",85,"0,8","5,83","6,78"
"Salada, chuchu, cebola, s/ óleo, s/ sal",21,"0,5","5,09","0,15"
"Salada, chuchu, s/ casca, cozido, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",45,"0,61","5,35","2,64"
"Salada, chuchu, s/ casca, cozido, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",45,"0,61","5,37","2,65"
"Salada, couve crua, c/ azeite de oliva, c/ sal",124,"2,55","3,84","11,6"
"Salada, couve crua, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",58,"2,74","4,54","3,84"
"Salada, couve crua, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",57,"2,71","4,37","3,84"
"Salada, couve crua, c/ óleo de soja, c/ sal",124,"2,55","3,84","11,6"
"Salada, couve crua, s/ óleo, s/ sal",28,"2,87","4,33","0,55"
"Salada, couve, crua, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",50,"2,26","4,82","2,91"
"Salada, couve, crua, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",49,"2,27","4,74","2,92"
"Salada, couve-flor, cozida, c/ azeite de oliva, c/ sal",97,"1,16","3,09","9,25"
"Salada, couve-flor, cozida, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",48,"1,31","3,7","3,52"
"Salada, couve-flor, cozida, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",47,"1,28","3,53","3,51"
"Salada, couve-flor, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",41,"1,16","3,87","2,68"
"Salada, couve-flor, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",42,"1,16","4,09","2,68"
"Salada, couve-flor, cozida, c/ óleo de soja, c/ sal",97,"1,16","3,09","9,25"
"Salada, couve-flor, cozida, s/ óleo s/ sal",16,"1,28","3,41","0,2"
"Salada, escarola, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",24,"1,47","3,02","1,09"
"Salada, escarola, crua, c/ azeite de oliva, c/ sal",142,"1,32","2,34","14,5"
"Salada, escarola, crua, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",48,"1,55","3,11","3,64"
"Salada, escarola, crua, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",47,"1,51","2,94","3,64"
"Salada, escarola, crua, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",33,"1,41","3,33","1,93"
"Salada, escarola, crua, c/ óleo de soja, c/ sal",142,"1,32","2,34","14,5"
"Salada, escarola, crua, s/ óleo, s/ sal",16,"1,54","2,74","0,3"
"Salada, espinafre refogado, tomate, queijo minas, noz, c/ azeite de oliva, c/ sal",181,"5,83","5,51","15,5"
"Salada, espinafre refogado, tomate, queijo minas, noz, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",194,"6,26","5,95","16,7"
"Salada, espinafre refogado, tomate, queijo minas, noz, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",193,"6,23","5,78","16,7"
"Salada, espinafre refogado, tomate, queijo minas, noz, c/ óleo de soja, c/ sal",181,"5,83","5,51","15,5"
"Salada, espinafre refogado, tomate, queijo minas, noz, s/ óleo, s/ sal",179,"6,78","5,91","14,8"
"Salada, espinafre, folha, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",43,"1,55","3,92","2,72"
"Salada, espinafre, folha, cozida, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",44,"1,55","4,13","2,72"
"Salada, feijão fradinho, c/ azeite de oliva, c/ sal (feijão fradinho cozido, tomate, cebola, salsa, suco de limão, c/ azeite de oliva, c/ sal)",96,"4,62","15,2","3,1"
"Salada, feijão fradinho, c/ azeite de oliva, s/ sal (feijão fradinho cozido, tomate, cebola, salsa, suco de limão, c/ azeite de oliva, s/ sal)",97,"4,63","15,2","3,11"
"Salada, feijão fradinho, s/ óleo, s/ sal (feijão fradinho cozido, tomate, cebola, salsa, suco de limão, s/ óleo, s/ sal)",75,"4,75","15,6","0,56"
"Salada, folhas e vegetais, c/ azeite de oliva e c/ sal (rúcula, tomate seco, c/ azeite de oliva, c/ sal)",255,"1,93","11,4","22,9"
"Salada, folhas e vegetais, c/ azeite de oliva, s/ sal (rúcula, tomate seco, c/ azeite de oliva, s/ sal)",222,2,"9,3","20,2"
"Salada, folhas e vegetais, c/ muçarela de búfala, c/ azeite de oliva, s/ sal (rúcula, tomate seco, muçarela de búfala, c/ azeite de oliva, s/ sal)",272,"7,71","9,06","23,1"
"Salada, folhas e vegetais, c/ muçarela de búfala, s/ óleo, s/ sal (rúcula, tomate seco, muçarela de búfala, s/ óleo, s/ sal)",248,"8,01","9,41","20,2"
"Salada, folhas e vegetais, c/ óleo de soja, c/ sal (rúcula, tomate seco, c/ óleo de soja, c/ sal)",255,"1,93","11,4","22,9"
"Salada, folhas e vegetais, c/ óleo de soja, s/ sal (rúcula, tomate seco, c/ óleo de soja, s/ sal)",256,"1,94","11,5",23
"Salada, folhas e vegetais, muçarela de búfala, c/ azeite de oliva, c/ sal (rúcula, tomate seco, muçarela de búfala, c/ azeite de oliva, c/ sal)",247,"7,53","7,57","21,1"
"Salada, folhas e vegetais, s/ óleo e s/ sal (rúcula, tomate seco, s/ óleo, s/ sal)",174,"2,14","9,96","14,5"
"Salada, folhas, c/ azeite de oliva, c/ sal (alface lisa, alface roxa, rúcula, c/ azeite de oliva, c/ sal)",60,"1,6","2,41","5,39"
"Salada, folhas, c/ azeite de oliva, c/ sal (alface americana, alface roxa, agrião, c/ azeite de oliva, c/ sal)",60,"1,41","2,07","5,48"
"Salada, folhas, c/ molho de salada, c/ sal (alface americana, alface roxa, agrião, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal)",45,"1,5","2,6","3,54"
"Salada, folhas, c/ molho de salada, c/ sal (alface americana, alface roxa, agrião, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal)",44,"1,47","2,44","3,53"
"Salada, folhas, c/ molho de salada, c/ sal (alface lisa, alface roxa, rúcula, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal)",44,"1,65","2,76","3,44"
"Salada, folhas, c/ molho para salada, c/ sal (alface lisa, alface roxa, rúcula, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal)",45,"1,68","2,93","3,44"
"Salada, folhas, c/ óleo de soja, c/ sal (alface lisa, alface roxa, rúcula, c/ óleo de soja, c/ sal)",60,"1,6","2,41","5,39"
"Salada, folhas, c/ óleo de soja, c/ sal (alface americana, alface roxa, agrião, c/ óleo de soja, c/ sal)",60,"1,41","2,07","5,48"
"Salada, folhas, s/ óleo, s/ sal (alface lisa, alface roxa, rúcula, s/ óleo, s/ sal)",13,"1,49","2,19","0,25"
"Salada, folhas, s/ óleo, s/ sal (alface lisa, alface roxa, rúcula, s/ óleo, c/ sal)",14,"1,69","2,55","0,15"
"Salada, folhas, vegetais e frutas, c/ azeite de oliva, c/ sal (alface americana, alface roxa, agrião, pepino, uva Itália, c/ azeite de oliva, c/ sal)",59,"0,99","4,7","4,32"
"Salada, folhas, vegetais e frutas, c/ azeite de oliva, c/ sal, Brasil (alface lisa, alface roxa, rúcula, pepino, uva Itália, c/ azeite de oliva, c/ sal)",63,"1,13","4,52","4,81"
"Salada, grão-de-bico, c/ azeite de oliva, c/ sal ( grão-de-bico cozido, tomate, cebola, salsa, suco de limão, c/ azeite de oliva, c/ sal)",97,"3,92","14,3","3,51"
"Salada, grão-de-bico, c/ azeite de oliva, s/ sal (grão-de-bico cozido, tomate, cebola, salsa, suco de limão, c/ azeite de oliva, s/ sal)",98,"3,93","14,4","3,53"
"Salada, grão-de-bico, s/ óleo, s/ sal (grão-de-bico cozido, tomate, cebola, salsa, suco de limão, s/ óleo, s/ sal)",76,"4,03","14,7","0,99"
"Salada, legumes com maionese, c/ sal (batata e cenoura cozidos, ervilha, tomate, salsa, maionese, c/ sal)",89,"1,4","10,2","5,17"
"Salada, legumes com maionese, s/ sal (batata e cenoura cozidos, ervilha, tomate, salsa, maionese, s/ sal)",90,"1,41","10,2","5,18"
"Salada, legumes cozidos, c/ azeite de oliva, c/ sal (batata, cenoura, chuchu, c/ azeite de oliva, c/ sal)",69,"0,75","6,88","4,66"
"Salada, legumes cozidos, c/ azeite de oliva, c/ sal (batata, cenoura, chuchu, c/ azeite de oliva, c/ sal)",61,"0,91","4,31","4,91"
"Salada, legumes cozidos, c/ molho de salada, c/ sal (batata, cenoura, chuchu, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal)",60,"0,87","7,14","3,52"
"Salada, legumes cozidos, c/ molho de salada, c/ sal (couve-flor, cenoura, vagem, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal)",52,"1,02","4,73","3,71"
"Salada, legumes cozidos, c/ molho de salada, c/ sal (couve-flor, cenoura, vagem, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal)",51,"0,99","4,55","3,7"
"Salada, legumes cozidos, c/ molho para salada, c/ sal (batata, cenoura, chuchu, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal)",60,"0,84","6,97","3,51"
"Salada, legumes cozidos, c/ óleo de soja, c/ sal (batata, cenoura, chuchu, c/ óleo de soja, c/ sal)",69,"0,75","6,88","4,66"
"Salada, legumes cozidos, c/ óleo de soja, c/ sal (couve-flor, cenoura, vagem, c/ óleo de soja, c/ sal)",61,"0,91","4,31","4,91"
"Salada, legumes cozidos, s/ óleo s/ sal (couve-flor, cenoura, vagem, s/ óleo, s/ sal)",19,"0,95","4,54","0,18"
"Salada, legumes cozidos, s/ óleo, s/ sal (batata, cenoura, chuchu, s/ óleo, s/ sal)",30,"0,79","7,23","0,13"
"Salada, lentilha, c/ azeite de oliva, c/ sal (lentilha cozido, tomate, cebola, pepino, salsa, suco de limão, c/ azeite de oliva, c/ sal)",85,"4,32","12,6","2,8"
"Salada, lentilha, c/ azeite de oliva, s/ sal (lentilha cozida, tomate, cebola, pepino, salsa, suco de limão, c/ azeite de oliva, s/ sal)",85,"4,33","12,7","2,81"
"Salada, lentilha, s/ óleo, s/ sal (lentilha cozido, tomate, cebola, pepino, salsa, suco de limão, s/ óleo, s/ sal)",64,"4,44",13,"0,32"
"Salada, macarrão de arroz, c/ pepino e cenoura, c/ presunto, c/ molho de salada (vinagre de arroz, gergelim, c/ óleo de gergelim, c/ açúcar, c/ sal)",109,"4,8","13,5","4,86"
"Salada, macarrão de arroz, c/ pepino e cenoura, c/ presunto, c/ molho de salada (vinagre de arroz, gergelim, c/ óleo de gergelim, c/ açúcar, s/ sal)",109,"4,81","13,5","4,93"
"Salada, macarrão de arroz, c/ pepino e cenoura, c/ presunto, s/ óleo, s/ sal",71,"4,87","11,5","0,87"
"Salada, macarrão, trigo, c/ brócolis, tomate e peito de peru defumado, c/ azeite de oliva, c/ vinagre de maçã, c/ sal",114,"4,93","17,7","2,89"
"Salada, macarrão, trigo, c/ brócolis, tomate e peito de peru defumado, c/ azeite de oliva, c/ vinagre de maçã, s/ sal",114,"4,93","17,7","2,89"
"Salada, macarrão, trigo, c/ ovos, c/ vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal",118,"2,78","20,5","3,01"
"Salada, macarrão, trigo, c/ ovos, c/ vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",119,"2,79","20,6","3,02"
"Salada, maxixe, maduro, c/ casca, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e azeite), c/ sal",43,"0,88","4,9","2,69"
