nome,kcal,proteina,carbo,gordura
"Salada, maxixe, maduro, c/ casca, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e azeite), s/ sal",43,"0,89","4,81","2,69"
"Salada, nabo, cenoura e beterraba crua, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), s/ sal",39,"1,28","7,5","0,96"
"Salada, nabo, cenoura, chuchu, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal",32,"0,64","4,81","1,53"
"Salada, nabo, cenoura, chuchu, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",32,"0,64","4,82","1,54"
"Salada, palmito, c/ azeite de oliva, c/ sal",77,"2,29","4,4","6,19"
"Salada, palmito, c/ óleo de soja, c/ sal",77,"2,29","4,4","6,19"
"Salada, palmito, s/ óleo, s/ sal",25,"2,44","4,69","0,34"
"Salada, pepino, c/ azeite de oliva, c/ sal",91,"0,63","2,03","9,14"
"Salada, pepino, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",42,"0,79","2,65","3,42"
"Salada, pepino, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",42,"0,76","2,48","3,41"
"Salada, pepino, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",36,"0,75","3,22","2,48"
"Salada, pepino, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",19,"0,71","2,56","0,9"
"Salada, pepino, c/ óleo de soja, c/ sal",91,"0,63","2,03","9,14"
"Salada, pepino, cebola, c/ azeite de oliva, c/ sal",78,"0,93","3,93","6,74"
"Salada, pepino, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",53,"1,07","4,45","3,68"
"Salada, pepino, cebola, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",52,"1,03","4,27","3,67"
"Salada, pepino, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",37,"0,97","4,55","1,96"
"Salada, pepino, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",25,"0,92","3,95","0,91"
"Salada, pepino, cebola, c/ óleo de soja, c/ sal",78,"0,93","3,93","6,74"
"Salada, pepino, cebola, s/ óleo s/ sal",19,1,"4,23","0,1"
"Salada, pepino, s/ óleo, s/ sal",10,"0,7","2,24","0,09"
"Salada, pimentão verde, amarelo e vermelho crus, c/ azeite de oliva, c/ sal",59,"1,01","4,93","4,22"
"Salada, pimentão verde, amarelo e vermelho crus, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",54,"1,11","5,27","3,57"
"Salada, pimentão verde, amarelo e vermelho crus, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",54,"1,08","5,11","3,56"
"Salada, pimentão verde, amarelo e vermelho crus, c/ óleo de soja, c/ sal",59,"1,01","4,93","4,22"
"Salada, pimentão verde, amarelo e vermelho crus, cebola, c/ azeite de oliva, c/ sal",56,"1,11","5,52","3,65"
"Salada, pimentão verde, amarelo e vermelho crus, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",57,"1,2","5,8","3,6"
"Salada, pimentão verde, amarelo e vermelho crus, cebola, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",56,"1,17","5,62","3,59"
"Salada, pimentão verde, amarelo e vermelho crus, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",39,"1,03","5,31","1,89"
"Salada, pimentão verde, amarelo e vermelho crus, cebola, c/ óleo de soja, c/ sal",56,"1,11","5,52","3,65"
"Salada, pimentão verde, amarelo e vermelho crus, s/ óleo, s/ sal",24,"1,05","5,16","0,24"
"Salada, pimentão verde, amarelo e vermelho, cebola, crus, s/ óleo, s/ sal",24,"1,07","5,22","0,25"
"Salada, pimentão verde, amarelo, vermelho assados,  c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",48,"1,13","5,44","2,78"
"Salada, pimentão verde, amarelo, vermelho assados,  c/ molho de salada - salsa, vinagre, azeite de oliva, c/ sal",47,"1,11","5,31","2,78"
"Salada, pimentão verde, amarelo, vermelho assados,  s/ óleo, s/ sal",25,"1,09","5,36","0,25"
"Salada, pimentão verde, amarelo, vermelho assados, c/ azeite de oliva, c/ sal",59,"1,05","5,13","4,23"
"Salada, pimentão verde, amarelo, vermelho assados, c/ óleo de soja, c/ sal",59,"1,05","5,13","4,23"
"Salada, pimentão verde, amarelo, vermelho, cebola, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",34,"1,05","5,8","1,05"
"Salada, pimentão verde, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",28,"0,9","4,49","1,06"
"Salada, pimentão verde, cru, c/ azeite de oliva, c/ sal",100,"0,83","3,97","9,31"
"Salada, pimentão verde, cru, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",51,"0,98","4,57","3,58"
"Salada, pimentão verde, cru, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",51,"0,95","4,41","3,57"
"Salada, pimentão verde, cru, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",43,"0,9","4,75","2,61"
"Salada, pimentão verde, cru, c/ óleo de soja, c/ sal",100,"0,83","3,97","9,31"
"Salada, pimentão verde, cru, s/ óleo, s/ sal",20,"0,91","4,38","0,27"
"Salada, primavera, c/ sal (alface americana, cebola, tomate, pepino, brócolis e couve-flor cozidos, manga, hortelã, c/ azeite de oliva, c/ sal)",53,"1,18","5,68","3,23"
"Salada, primavera, s/ sal (alface americana, cebola, tomate, pepino, brócolis e couve-flor cozidos, manga, hortelã, c/ azeite de oliva, s/ sal)",53,"1,19","5,71","3,23"
"Salada, rabanete, c/ azeite de oliva, c/ sal",66,"1,06","2,82","5,94"
"Salada, rabanete, c/ casca, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",40,"1,05","3,9","2,59"
"Salada, rabanete, c/ casca, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",40,"1,05","3,8","2,59"
"Salada, rabanete, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",45,"1,17","3,34","3,39"
"Salada, rabanete, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",44,"1,14","3,17","3,38"
"Salada, rabanete, c/ óleo de soja, c/ sal",66,"1,06","2,82","5,94"
"Salada, rabanete, s/ óleo, s/ sal",14,"1,13",3,"0,08"
"Salada, repolho branco, c/ maionese, c/ uva passa, c/ sal",62,"1,16","7,94","3,22"
"Salada, repolho branco, c/ maionese, c/ uva passa, s/ sal",63,"1,17","8,18","3,22"
"Salada, repolho roxo cru, c/ azeite de oliva, c/ sal",73,"1,15","4,57","5,92"
"Salada, repolho roxo cru, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",52,"1,26","5,02","3,37"
"Salada, repolho roxo cru, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",51,"1,23","4,85","3,37"
"Salada, repolho roxo cru, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal",37,"1,15","5,02","1,74"
"Salada, repolho roxo cru, c/ óleo de soja, c/ sal",73,"1,15","4,57","5,92"
"Salada, repolho roxo cru, s/ óleo, s/ sal",22,"1,22","4,87","0,06"
"Salada, repolho roxo, cru, c/ azeite de oliva, c/ sal",57,"1,18","4,68","3,74"
"Salada, repolho roxo, cru, c/ azeite de oliva, s/ sal",57,"1,18","4,68","4,06"
"Salada, repolho verde cru, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",27,"1,09","4,53","0,95"
"Salada, repolho, branco, cru, c/ azeite de oliva, c/ sal",99,"1,02","4,01","9,19"
"Salada, repolho, branco, cru, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",51,"1,17","4,61","3,46"
"Salada, repolho, branco, cru, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",50,"1,14","4,44","3,46"
"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",44,"1,04","4,88","2,63"
"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal",44,"1,05","4,8","2,64"
"Salada, repolho, branco, cru, c/ óleo de soja, c/ sal",99,"1,02","4,01","9,19"
"Salada, repolho, branco, cru, s/ óleo, s/ sal",20,"1,12","4,42","0,14"
"Salada, repolho, c/ tomate, c/ azeite de oliva, c/ sal",42,"1,05","3,99","2,83"
"Salada, repolho, vagem cozida, tomate, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal",32,"1,16","5,05","1,24"
"Salada, repolho, vagem cozida, tomate, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), s/ sal",33,"1,16","5,07","1,25"
"Salada, rúcula, c/ azeite de oliva, c/ sal",143,"2,12","2,33","14,3"
"Salada, rúcula, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",49,"2,39","3,09","3,48"
"Salada, rúcula, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",48,"2,36","2,92","3,48"
"Salada, rúcula, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal",34,"2,15","3,3","1,79"
"Salada, rúcula, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), s/ sal",25,"2,32","3,02","0,96"
"Salada, rúcula, c/ óleo de soja, c/ sal",143,"2,12","2,33","14,3"
"Salada, rúcula, s/ óleo, s/ sal",17,"2,48","2,73","0,12"
"Salada, soja, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal",122,"10,3","8,1","5,6"
"Salada, tomate, c/ azeite de oliva, c/ sal",98,"0,94","3,46","9,22"
"Salada, tomate, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal",49,"1,09","4,07","3,49"
"Salada, tomate, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal",48,"1,06","3,9","3,48"
"Salada, tomate, c/ óleo de soja, c/ sal",98,"0,94","3,46","9,22"
"Salada, tomate, s/ óleo, s/ sal",18,"1,04","3,82","0,17"
"Salada, trigo em grão, c/ azeite de oliva, c/ sal (trigo em grão cozido, tomate, cebola, salsa, suco de limão, c/ azeite de oliva, c/ sal)",79,"2,32","12,8","2,77"
"Salada, trigo em grão, c/ azeite de oliva, s/ sal (trigo em grão cozido, tomate, cebola, salsa, suco de limão, c/ azeite de oliva, s/ sal)",79,"2,33","12,9","2,78"
"Salada, vegetais assados, c/ azeite de oliva, c/ sal (abóbora (jerimum), abobrinha, batata doce e berinjela grelhados, c/ azeite de oliva, c/ sal)",88,"1,63","12,6","4,19"
"Salada, vegetais assados, c/ óleo de soja, c/ sal (abóbora, abobrinha, batata doce e berinjela grelhados, c/ óleo de soja, c/ sal)",88,"1,63","12,6","4,19"
"Salada, vegetais assados, s/ óleo, s/ sal (abóbora, abobrinha, batata doce e berinjela grelhados, s/ tempero, s/ sal)",55,"1,7","13,2","0,21"
"Salada, vegetais cozidos - brócolos, cenoura, couve-flor, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), c/ sal",28,"1,44","4,2","1,1"
"Salada, vegetais cozidos - brócolos, cenoura,couve-flor, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), s/ sal",28,"1,45","4,21","1,13"
"Salada, vegetais cozidos, c/ azeite de oliva, c/ sal (brócolis, cenoura e couve-flor cozidos, c/ azeite de oliva, c/ sal)",55,"1,45","3,88","4,29"
"Salada, vegetais cozidos, c/ molho de salada, c/ sal (brócolis, cenoura e couve-flor cozidos, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal)",51,"1,52","4,28","3,63"
"Salada, vegetais cozidos, c/ molho de salada, c/ sal (brócolis, cenoura e couve-flor cozidos, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal)",50,"1,49","4,11","3,63"
"Salada, vegetais cozidos, c/ molho vinagrete, c/ sal (brócolis, cenoura e couve-flor cozidos, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva, c/ sal)",31,"1,41","4,27","1,47"
"Salada, vegetais cozidos, c/ óleo de soja, c/ sal (brócolis, cenoura e couve-flor cozidos, c/ óleo de soja, c/ sal)",55,"1,45","3,88","4,29"
"Salada, vegetais cozidos, s/ óleo, s/ sal (brócolis, cenoura e couve-flor cozidos, s/ óleo, s/ sal)",20,"1,51","4,05","0,31"
"Salada, vegetais crus,  c/ azeite de oliva, c/ sal (repolho roxo, cenoura, alface americana, tomate, c/ azeite de oliva, c/ sal)",62,"0,94","4,55","4,88"
"Salada, vegetais crus, c/ azeite de oliva, c/ sal (nabo, cenoura e beterraba, c/ azeite de oliva, c/ sal)",80,"1,36","7,98","5,36"
"Salada, vegetais crus, c/ azeite de oliva, c/ sal (alface, tomate, cebola, c/ azeite de oliva, c/ sal)",61,"1,13","4,07","4,89"
"Salada, vegetais crus, c/ azeite de oliva, c/ sal (tomate, cebola, c/ azeite de oliva, c/ sal)",64,"1,12","4,65","4,9"
"Salada, vegetais crus, c/ molho de salada , c/ sal (tomate, cebola, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal)",54,"1,19","4,87","3,69"
"Salada, vegetais crus, c/ molho de salada, c/ sal (nabo, cenoura e beterraba, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal)",63,"1,43","8,07","3,42"
"Salada, vegetais crus, c/ molho de salada, c/ sal (alface, tomate, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal)",53,"1,24","4,51","3,68"
"Salada, vegetais crus, c/ molho de salada, c/ sal (alface, tomate, cebola, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal)",52,"1,2","4,33","3,68"
"Salada, vegetais crus, c/ molho de salada, c/ sal (tomate, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal)",55,"1,23","5,05","3,69"
"Salada, vegetais crus, c/ molho vinagrete, c/ sal (nabo, cenoura e beterraba, c/ molho vinagrete (tomate, cebola, salsa, vinagre e azeite de oliva), c/ sal)",46,"1,28","7,55","1,78"
"Salada, vegetais crus, c/ óleo de soja, c/ sal (nabo, cenoura e beterraba, c/ óleo de soja, c/ sal)",80,"1,36","7,98","5,36"
"Salada, vegetais crus, c/ óleo de soja, c/ sal (tomate, cebola, c/ óleo de soja, c/ sal)",64,"1,12","4,65","4,9"
"Salada, vegetais crus, c/ óleo de soja, c/ sal (repolho roxo, cenoura, alface americana, tomate, c/ óleo de soja, c/ sal)",62,"0,94","4,55","4,88"
"Salada, vegetais crus, c/ óleo de soja, c/ sal, Brasil (alface, tomate, cebola branca, c/ óleo de soja, c/ sal)",52,"1,15","4,24","3,82"
"Salada, vegetais crus, c/ suco de limão, c/ azeite de oliva, c/ sal (nabo, cenoura e beterraba, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal)",64,"1,46","8,23","3,42"
"Salada, vegetais crus, s/ óleo, s/ sal (nabo, cenoura e beterraba, s/ óleo, s/ sal)",35,"1,44","8,45","0,12"
"Salada, vegetais crus, s/ óleo, s/ sal (alface, tomate, cebola, s/ óleo, s/ sal)",20,"1,2","4,29","0,15"
"Salada, vegetais crus, s/ óleo, s/ sal (tomate, cebola, s/ óleo, s/ sal)",24,"1,24","5,36","0,16"
"Salada, vegetais crus, s/ óleo, s/ sal (repolho roxo, cenoura, alface americana, tomate, s/ óleo s/ sal)",20,"0,99","4,79","0,14"
"Salada, vegetais e frutas, c/ azeite de oliva, s/ sal (alface lisa, alface roxa, rúcula, pepino, uva Itália, c/ azeite de oliva, s/ sal)",60,"1,12","4,89","4,3"
"Salada, vegetais e frutas, c/ azeite de oliva, s/ sal (alface americana, alface roxa, agrião, pepino, uva Itália, c/ azeite de oliva, s/ sal)",59,1,"4,72","4,34"
"Salada, vegetais e frutas, s/ óleo, s/ sal (alface lisa, alface roxa, rúcula, pepino, uva Itália, s/ óleo, s/ sal)",23,"1,17","5,11","0,14"
"Salada, vegetais e frutas, s/ óleo, s/ sal (alface americana, alface roxa, agrião, pepino, uva Itália, s/ óleo, s/ sal)",23,"1,04","4,92","0,18"
"Salada, Waldorf, c/ sal, Brasil (aipo (salsão), maçã verde, nozes, uva passa, maionese, creme de leite, c/ sal)",236,3,15,18
"Salada, Waldorf, s/ sal (aipo (salsão), maçã verde, nozes, uva passa, maionese, creme de leite, s/ sal)",166,"2,18","15,9","10,9"
"Salame,  porco, hamburguês, Brasil",323,"27,7","3,32","22,1"
"Salame, porco, italiano, Brasil",338,"26,7","5,02","23,4"
"Salame, porco, lanche (média de vários tipos), Brasil",401,26,"2,45","31,9"
"Salame, porco, milano, Brasil",398,26,"1,5",32
"Salaminho, porco, Brasil",335,30,"3,92","22,2"
"Salgadinho, assado, light (dado importado)",452,"8,7",73,"15,2"
"Salgadinho, snack de farinha de trigo refinada (dado importado)",478,"7,7","66,8","20,7"
"Salgadinho, snack, extrusado de milho (dado importado)",546,"6,17","57,3","33,4"
"Salgado assado, c/ tomante seco e manjericão (farinha de trigo, leite, açúcar, óleo de soja, fermento biológico, tomate seco, manjericão, c/ sal)",367,"9,1","61,8","9,8"
"Salgado, massa folhada, c/ recheio de linguiça calabresa e creme de queijo (Tipo Catupiry)",454,"7,98","34,4","31,8"
"Salmon tartare, c/ sal, Brasil (salmão cru, alcaparra, cebola, picles pepino, mostarda, salsa, cebolinha, gema, molho inglês, molho pimenta, c/ azeite, c/ sal)",165,"13,8","2,11","11,1"
"Salpicão de legumes, c/ sal (batata, maçã, pimentão verde e vermelho, cenoura, noz, uva passa, cebola, aipo (salsão), maionese, creme de leite, molho de mostarda, pimenta do reino, c/ sal)",131,"1,64","14,1","7,97"
"Salpicão vegano, c/ creme de inhame, c/ sal (inhame, cenoura, uva passa, maçã, milho e ervilha em conserva, salsinha e cebolinha, pimenta do reino, alho, c/ sal)",144,"3,58","25,4","3,97"
"Salpicão vegano, c/ creme de inhame, s/ sal (inhame, cenoura, uva passa, maçã, milho e ervilha em conserva, salsinha e cebolinha, pimenta do reino, alho, s/ sal)",145,"3,61","25,6","3,98"
"Salpicão, de frango, c/ sal (peito de frango, aipo (salsão), pimentão verde, pimentão vermelho, cebola, maçã, uva passa, c/ maionese, c/ sal)",144,"13,9","4,56","7,82"
"Salpicão, de frango, s/ sal (peito de frango, aipo (salsão), pimentão verde, pimentão vermelho, cebola, maçã, uva passa, c/ maionese, s/ sal)",144,"13,9","4,57","7,84"
"Salsa (salsinha), cozida, drenada, s/ óleo, s/ sal, Brasil",43,"3,39","7,61","0,56"
"Salsa (salsinha), crua, Brasil",47,"3,91","8,14","0,56"
"Salsa (salsinha), seca (dado importado)",274,"15,8","59,2",7
"Salsicha, aquecida (dado importado)",278,"9,77","4,91","24,3"
"Salsicha, frango, não aquecida, Brasil",182,"13,4","4,15","12,4"
"Salsicha, hot dog, não aquecida",266,"13,2","6,03",21
"Salsicha, light (dado importado)",121,"15,5","8,4","2,8"
"Salsicha, longuette, não aquecida, Brasil",266,14,3,22
"Salsicha, não aquecida (média de vários tipos), Brasil",222,"12,9","7,91","15,4"
"Salsicha, tipo Viena, enlatada, drenada (misto de carnes) (dado importado)",227,"10,5","2,6","19,4"
"Salsicha, tipo Viena, enlatada, frita (c/ óleo de soja), s/ sal (dado importado)",322,"11,6","2,86","29,3"
"Salsicha, tradicional, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal",248,"12,2","9,77","17,8"
"Salsicha, tradicional, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",224,"11,4","7,84","16,5"
"Salsichão, não aquecido, Brasil",233,"15,3","3,19","17,7"
"Sálvia, seca (dado importado)",1294,8,364,"62,6"
"Sanduíche,  queijo quente, pão forma integral, c/ queijo prato",292,"16,6","27,1","13,7"
"Sanduíche,  queijo quente, pão forma integral, c/ queijo prato e maionese",295,"13,7","23,6","16,7"
"Sanduíche,  queijo quente, pão forma integral, c/ queijo prato e margarina",323,"14,9","24,3","19,1"
"Sanduíche,  queijo quente, pão francês, c/ queijo prato",320,"16,2","34,3","13,4"
"Sanduíche,  queijo quente, pão francês, c/ queijo prato, c/ maionese",318,"13,4","29,5","16,5"
"Sanduíche, americano (pão forma integral), c/ presunto, queijo muçarela, alface, tomate, ovo frito , c/ maionese",200,"13,2","14,2","10,3"
"Sanduíche, americano (pão forma integral), presunto, queijo muçarela, alface, tomate, ovo frito e maionese",210,12,"13,6","12,3"
"Sanduíche, americano (pão forma tradicional), c/ presunto, queijo muçarela, alface, tomate e ovo frito",208,"13,3","15,3","10,6"
"Sanduíche, americano (pão forma tradicional), c/ presunto, queijo muçarela, alface, tomate, ovo frito, c/ maionese",212,"11,8","14,3","12,2"
"Sanduíche, americano (pão francês, c/ presunto, queijo muçarela, alface, tomate e ovo frito)",208,13,"17,6","9,74"
"Sanduíche, baguete, c/ queijo muçarela, alface, tomate e mortadela",223,"10,6","26,4","8,63"
"Sanduíche, baguete, c/ queijo muçarela, alface, tomate e presunto",183,11,"22,7","5,64"
"Sanduíche, baguete, c/ queijo muçarela, alface, tomate e salame",237,"12,1","25,9","9,78"
"Sanduíche, baguete, c/ queijo muçarela, alface, tomate, atum em conserva, c/ maionese",203,11,"24,1","7,28"
"Sanduíche, baguete, c/ queijo muçarela, alface, tomate, peito de frango grelhado, c/ maionese",208,"11,8","23,9","7,54"
